Price,Close,High,Low,Open,Volume,SMA_20,EMA_12,EMA_26,RSI,MACD,MACD_Signal,Target
2024-05-27,3768.718505859375,3828.770396397948,3763.134613996444,3776.506584444745,1841538,3785.8576049804688,3782.5840635147283,3794.45543623059,45.5302908447512,-11.871372715861526,-12.176163369970599,0
2024-05-28,3761.713623046875,3791.2008363305977,3752.015297970592,3779.445174822596,1801993,3788.1168212890625,3779.373226519674,3792.0301167355,38.03159410244863,-12.656890215826024,-12.272308739141685,0
2024-05-29,3726.201904296875,3770.5305466531386,3722.6263194210433,3770.5305466531386,1568095,3786.224951171875,3771.193023100782,3787.1539528511576,35.40020874242252,-15.960929750375726,-13.010032941388495,0
2024-05-30,3660.027587890625,3717.140322546408,3639.797908853329,3700.094707884028,2919230,3783.4339111328127,3754.0906484530656,3777.7371850763034,32.099621166143876,-23.646536623237807,-15.13733367775836,0
2024-05-31,3596.203857421875,3673.4484478197846,3579.354123272811,3663.847942809528,10956800,3775.3776733398436,3729.8003729098054,3764.290271916716,32.139130323542744,-34.48989900691049,-19.007846743588786,1
2024-06-03,3627.45458984375,3675.162937939019,3620.743970313197,3656.794715687024,2156773,3769.851696777344,3714.05486782272,3754.1542954668666,29.339697904857772,-40.099427644146544,-23.22616292370034,1
2024-06-04,3639.357177734375,3668.7463339475735,3518.3718179900425,3624.662599627776,3395997,3761.1448364257812,3702.562915501436,3745.65080526446,33.864229419571245,-43.08788976302412,-27.198508291565098,1
2024-06-05,3670.16650390625,3706.756096486479,3624.662344736642,3640.336560281449,2799670,3751.1628540039064,3697.578852179099,3740.059375534222,39.416620239053664,-42.48052335512284,-30.254911304276646,1
2024-06-06,3752.4072265625,3761.713792341841,3665.317459305752,3704.013180177749,4328036,3745.3901611328124,3706.0139866996224,3740.974031165946,43.41824184510939,-34.96004446632378,-31.195937936686075,1
2024-06-07,3814.663330078125,3835.2847685577945,3759.1669041268415,3759.1669041268415,4552445,3743.5447998046875,3722.729270296315,3746.4324977520337,55.61813681683986,-23.70322745571866,-29.697395840492597,0
2024-06-10,3780.130859375,3826.369746628105,3763.6728854931703,3815.691783133879,1734661,3743.196887207031,3731.560284000728,3748.9286726870682,53.47470512555218,-17.36838868634004,-27.231594409662087,0
2024-06-11,3773.66552734375,3800.9483158199455,3762.7914444244025,3766.7099983889166,1419898,3739.904638671875,3738.0380137458083,3750.761032291267,51.83126388155376,-12.723018545458672,-24.329879236821405,0
2024-06-12,3753.6318359375,3814.2225740099775,3749.5174019913065,3795.511382627863,2177001,3737.8767944335937,3740.4370633137605,3750.97368441321,43.91494298679131,-10.536621099449349,-21.571227609346995,1
2024-06-13,3799.18505859375,3810.7938708088977,3773.567606775289,3778.269919539762,1932323,3739.1380859375,3749.4752164337588,3754.544897315472,52.80689666285938,-5.069680881713339,-18.270918263820263,0
2024-06-14,3754.02392578125,3809.8142929599535,3750.0563418489855,3809.8142929599535,1860730,3735.7632568359377,3750.1750178718344,3754.5063068314557,48.646209751680296,-4.331288959621361,-15.482992402980484,0
2024-06-18,3737.4189453125,3763.7711253531625,3717.777145509997,3748.145939077396,1774045,3734.8326049804687,3748.2125451703987,3753.2405763485704,47.8006703788131,-5.028031178171659,-13.39200015801872,0
2024-06-19,3724.291748046875,3755.787270257497,3715.7199109177072,3749.713320041751,1509050,3733.9264404296873,3744.5324225360105,3751.096218696593,49.81977466304497,-6.563796160582569,-12.02635935853149,0
2024-06-20,3710.135986328125,3732.373732906952,3703.082636815265,3718.7078233814937,2846526,3731.7344970703125,3739.2406631194126,3748.06212741004,55.24237464419774,-8.821464290627318,-11.385380344950656,1
2024-06-21,3733.1572265625,3798.842032525653,3720.715866070661,3749.076351388752,4642195,3727.68369140625,3738.3047498029646,3746.9580606805926,65.66561719282782,-8.653310877627973,-10.83896645148612,1
2024-06-24,3739.084228515625,3778.465647895979,3714.103447073741,3731.198090853983,1702154,3726.081982421875,3738.424669604912,3746.3748138535575,63.55416954458274,-7.950144248645302,-10.261202010917957,1
2024-06-25,3760.293212890625,3769.305838922121,3715.670633038322,3739.280015679649,1338808,3725.6607177734377,3741.789060879637,3747.405806374822,64.35963529980624,-5.616745495185114,-9.33231070777139,1
2024-06-26,3777.339111328125,3788.212954904168,3762.791384299501,3766.220118963664,1639845,3726.4419921875,3747.2582994101735,3749.623088223215,63.15538056830366,-2.3647888130412866,-7.938806328825369,1
2024-06-27,3854.044677734375,3861.734935564597,3740.357822070456,3752.995062949765,4526556,3732.834130859375,3763.686972998512,3757.358020779597,62.647811020636574,6.328952218914765,-5.085254619277343,0
2024-06-28,3824.655517578125,3879.368422948388,3818.4839864227138,3838.027726477141,2731571,3741.06552734375,3773.066749087683,3762.343020542451,51.35420582022626,10.723728545232007,-1.9234579863754728,1
2024-07-01,3897.19775390625,3920.219258189819,3804.915856909854,3804.915856909854,2658723,3756.1152221679686,3792.163826752078,3772.3322600508804,64.38375313168933,19.831566701197517,2.427546951139125,1
2024-07-02,3935.599853515625,3941.477684872996,3901.45959321664,3912.284647133711,2307449,3771.5224853515624,3814.230907792624,3784.4261558630837,68.44866478086608,29.80475192954009,7.9029879468193185,0
2024-07-03,3884.511474609375,3944.122571659196,3874.470180210599,3938.1466812760073,1821198,3783.7802001953123,3825.0433026875085,3791.839883177624,63.925355028586715,33.2034195098845,12.963074259432354,1
2024-07-04,3939.077392578125,3964.939992570708,3901.018580221167,3918.407163657249,2518001,3797.2257446289063,3842.5870088245265,3802.7463653554387,64.60420000193704,39.84064346908781,18.338588101363445,0
2024-07-05,3930.11376953125,3944.759317225375,3906.798325472104,3928.350372402993,1668616,3806.1110717773436,3856.0526643178687,3812.18098788698,69.88601022555329,43.87167643088878,23.445205767268515,0
2024-07-08,3911.892578125,3949.167872482437,3897.051149881357,3940.106215968834,1758882,3810.9725341796875,3864.6434202881965,3819.5670316083147,69.63182566385879,45.0763886798818,27.771442349791172,0
2024-07-09,3904.34912109375,3925.3623184354674,3894.160976676417,3903.859301858887,1305801,3817.183447265625,3870.751989642897,3825.8471863850136,70.51793161199502,44.904803257883486,31.198114531409637,0
2024-07-10,3829.553955078125,3921.787068375789,3822.5496350896506,3902.5860570627137,2669716,3819.9778686523437,3864.413830479086,3826.1217618437627,61.95566731716093,38.292068635323176,32.61690535219235,1
2024-07-11,3843.8076171875,3898.9613137562046,3816.279918247893,3850.9590262250354,4872189,3824.4866577148437,3861.243643818842,3827.431825202558,61.27584449911231,33.8118186162842,32.85588800501072,1
2024-07-12,4098.7587890625,4114.4330054282855,3890.4385136742408,3898.961320989225,13509164,3839.4653442382814,3897.7844353947894,3847.5301188218127,74.3129634305537,50.25431657297668,36.33557371860391,0
2024-07-15,4084.30908203125,4153.667297454993,4072.4060914203146,4149.455043182372,4848030,3855.979602050781,3926.4805348773216,3865.069301281771,72.10453330064433,61.411233595550584,41.35070569399325,1
2024-07-16,4093.37060546875,4109.142402353893,4060.503447402056,4087.051745925721,2029521,3873.7771850585937,3952.1559303529257,3881.980508999325,71.79729399779411,70.17542135360054,47.115648825914704,1
2024-07-18,4227.6787109375,4236.93648604033,4075.296134549774,4075.296134549774,5613364,3898.946533203125,3994.54405044286,3907.5877832169676,73.87329908759494,86.95626722589259,55.083772505910275,0
2024-07-19,4224.58544921875,4279.916382656846,4207.745724985431,4239.314154865978,3903354,3924.6690063476562,4029.9350348699204,3931.0690918096925,76.44201543345288,98.86594306022789,63.840206616773806,0
2024-07-22,4209.80810546875,4241.818590319842,4187.862236778732,4222.1803148836,1896386,3948.5015502929687,4057.607814962048,3951.716426154808,72.37807554967716,105.89138880724022,72.25044305486709,1
2024-07-23,4224.537109375,4282.8137917236645,4189.13882773974,4205.536980663162,2365208,3972.7741943359374,4083.289244871733,3971.9253656526,71.40905510771216,111.3638792191332,80.07313028772032,1
2024-07-24,4228.3662109375,4260.622174468574,4190.906296157616,4209.955327580733,1809793,3996.177844238281,4105.60877811262,3990.920983821852,77.3969397135791,114.68779429076767,86.99606308832979,1
2024-07-25,4244.322265625,4264.4514978853385,4196.896022372138,4217.319636983082,2810342,4019.527001953125,4126.949314652986,4009.691449140604,75.91510392506302,117.25786551238161,93.04842357314016,1
2024-07-26,4308.490234375,4342.464545151934,4258.608729472141,4271.324703991635,3552210,4042.2492797851564,4154.878686917911,4031.8246924913,79.37081941066955,123.0539944266111,99.04953774383435,0
2024-07-29,4301.86279296875,4350.860197383269,4291.945367357768,4335.149576043135,1746803,4066.1096435546874,4177.491626310348,4051.827514748889,80.825590838073,125.66411156145887,104.37245250735927,0
2024-07-30,4286.3974609375,4318.456850304975,4249.035353541636,4311.681741041037,1797906,4085.56962890625,4194.24637009914,4069.2030663184155,79.82586347806463,125.04330378072473,108.50662276203236,1
2024-07-31,4306.03564453125,4334.167378134563,4266.415328045917,4271.32489689292,2330091,4104.091418457031,4211.444720011772,4086.7462202601073,90.7035101469454,124.69849975166471,111.74499815995884,1
2024-08-01,4317.5732421875,4339.371440757876,4286.102617400063,4319.831452135074,2202244,4125.7445068359375,4227.772184961884,4103.844518180655,90.66016956823462,123.92766678122916,114.18153188421292,0
2024-08-02,4205.5859375,4318.457126714295,4192.772153494779,4286.053969556137,2811282,4139.069934082031,4224.358916121594,4111.380919611717,62.14972266587291,112.9779965098769,113.94082480934573,0
2024-08-05,4079.90087890625,4162.332736944009,4036.156809438158,4162.332736944009,2787771,4146.559289550782,4202.134602703849,4109.049064744646,49.59988228703527,93.08553795920307,109.7697674393172,1
2024-08-06,4095.7587890625,4181.234188453704,4085.546502593992,4095.513310627201,2203067,4155.752600097656,4185.769092912872,4108.064599879302,50.21412554385086,77.70449303357054,103.35671255816789,1
2024-08-07,4124.47998046875,4168.175144224216,4104.694033994683,4151.531513665411,1237666,4166.759143066406,4176.3399986907,4109.280553997039,38.58604842063197,67.05944469366113,96.09725898526655,0
2024-08-08,4097.083984375,4155.458948002559,4084.7611587170704,4105.381347258672,2441283,4180.13564453125,4164.146765719053,4108.377104395407,36.61754561472381,55.76966132364669,88.03173945294257,1
2024-08-09,4152.267578125,4176.717133478339,4129.486988399369,4140.730092096512,1302536,4195.558642578125,4162.319198396891,4111.628250597599,44.43280179219157,50.69094779929219,80.5635811222125,0
2024-08-12,4119.76611328125,4162.332168001852,4110.634507665087,4153.494944715224,936912,4196.6090087890625,4155.772569917562,4112.231055240832,40.200152178500076,43.54151467673,73.159167833116,1
2024-08-13,4121.04345703125,4157.423172797769,4107.345567268085,4136.802982285547,1495593,4198.445727539062,4150.429629473514,4112.883825743826,39.913321297684064,37.54580372968849,66.03649501243049,1
2024-08-14,4217.5654296875,4228.317578037032,4112.40236132334,4132.875360818273,3226545,4204.65546875,4160.75821412182,4120.638018628542,47.816012243531496,40.120195493277606,60.85323510859992,1
2024-08-16,4336.18017578125,4346.932323500371,4246.875404760914,4271.32496210224,3457058,4210.080541992187,4187.7462082232705,4136.604104343558,52.07566064710804,51.14210387971252,58.91100886282244,1
2024-08-19,4408.79296875,4412.966102406389,4310.945354320212,4341.040916446269,2055210,4219.29091796875,4221.75340215046,4156.766242447739,57.29400440318815,64.98715970272042,60.12623903080204,1
2024-08-20,4441.490234375,4482.436229168461,4418.611835982054,4423.5214046887,2212298,4230.875024414063,4255.559068646543,4177.856908516425,60.336315048201214,77.70216013011759,63.64142325066515,1
2024-08-21,4469.1806640625,4477.52693136878,4411.29665372891,4436.286551737751,1896990,4243.107202148438,4288.423929479767,4199.436445964283,60.75750482785532,88.9874835154842,68.71063530362896,0
2024-08-22,4420.57568359375,4478.459690688716,4415.862689393936,4477.526680850177,1829872,4252.71767578125,4308.754968574226,4215.817130233132,56.47527351599043,92.937838341094,73.55607591112197,0
2024-08-23,4383.16455078125,4424.503214207465,4374.425614579285,4418.611731898268,1809253,4259.6597900390625,4320.2025966060755,4228.2132354589185,62.318573531533744,91.98936114715707,77.24273295832899,1
2024-08-26,4421.017578125,4469.818401872383,4403.882992094799,4407.810646937247,1844164,4265.286157226563,4335.712593762833,4242.495038619369,76.94683742340519,93.21755514346478,80.43769739535614,0
2024-08-27,4415.8134765625,4428.431164573309,4405.650573010988,4423.521595654713,930697,4270.98369140625,4348.035806501244,4255.333441429971,75.7158774373259,92.70236507127356,82.89063093053963,1
2024-08-28,4424.55224609375,4479.981468869434,4376.6839509469255,4417.384467523588,1848058,4277.891430664063,4359.807566438552,4267.868167701362,74.91021672830568,91.93939873719046,84.7003844918698,1
2024-08-29,4430.19873046875,4473.599514554176,4379.335784660146,4379.335784660146,2133641,4284.099584960937,4370.636976289352,4279.892653832279,78.68918226753452,90.74432245707249,85.90917208491034,1
2024-08-30,4471.39013671875,4509.193819455762,4406.63272736712,4418.6122679625305,3637222,4291.7904296875,4386.137462509259,4294.077652564611,78.16287994677363,92.0598099446488,87.13929965685803,0
2024-09-02,4439.28076171875,4505.020076011625,4430.394634473508,4493.237111558238,1216500,4303.475170898438,4394.313354695335,4304.8334384278805,78.2170097384789,89.47991626745443,87.60742297897731,0
2024-09-03,4430.73876953125,4473.500923144872,4414.586095966468,4439.281131802064,1717263,4321.017065429687,4399.917264670091,4314.159759250352,77.00336000790189,85.75750541973866,87.23743946712959,0
2024-09-04,4398.2373046875,4405.847136492228,4356.457065075125,4395.979094770648,1265505,4336.1409912109375,4399.658809288154,4320.387725579029,67.73316668072479,79.27108370912447,85.64416831552857,0
2024-09-05,4394.9970703125,4417.629990620445,4373.591062750139,4399.955543002937,1688793,4349.666845703125,4398.941618676515,4325.914343707434,57.46324973575002,73.02727496908028,83.12078964623892,0
2024-09-06,4376.14404296875,4437.219269128685,4359.696987890559,4393.033151008172,1649179,4363.619848632812,4395.434299336859,4329.635062171235,45.2026901955945,65.79923716562371,79.65647915011587,0
2024-09-09,4369.07421875,4409.03830092537,4350.3689532319695,4374.425840570686,1184938,4374.460180664062,4391.378902323496,4332.556481177069,38.49283692521602,58.82242114642668,75.48966754937803,1
2024-09-10,4426.31982421875,4457.839350275992,4360.1389358947,4362.102763319449,1385591,4389.787866210938,4396.75442876892,4339.501913994972,43.77405329493791,57.25251477394795,71.84223699429202,0
2024-09-11,4398.33544921875,4467.069411676029,4390.381851958678,4439.674113958071,1325919,4403.6524658203125,4396.997662684278,4343.8599536411775,46.563525140558376,53.137709043100585,68.10133140405374,1
2024-09-12,4435.9921875,4450.622607300757,4351.154451209502,4428.676737874571,2742216,4414.573803710938,4402.996820348236,4350.684563556646,58.15653096950168,52.31225679158979,64.94351648156095,1
2024-09-13,4440.8037109375,4464.762313187297,4423.521931143341,4448.069777598077,1458786,4419.80498046875,4408.813265054277,4357.360055955228,53.40207674276465,51.45320909904876,62.24545500505852,0
2024-09-16,4431.6220703125,4463.828648356052,4413.162284266815,4445.123383881834,1155120,4420.946435546875,4412.322312017081,4362.860945907619,52.68149095402638,49.46136610946178,59.688637225939175,0
2024-09-17,4424.15966796875,4453.764272150941,4385.226883000954,4431.62230848725,1699364,4420.079907226563,4414.1434437019525,4367.401591986221,49.93312038331004,46.74185171573117,57.09928012389758,0
2024-09-18,4267.54443359375,4415.715125527233,4242.84939817985,4415.715125527233,2961779,4409.998095703125,4391.589749839152,4360.004765438631,31.702231440549113,31.584984400521535,51.99642097922237,0
2024-09-19,4218.44873046875,4342.219248359466,4204.35817203477,4310.650337218327,2927551,4399.891748046875,4364.952669936014,4349.51913321864,22.042588283041113,15.433536717374409,44.68384412685278,0
2024-09-20,4207.40185546875,4252.3737899385205,4151.040105806238,4238.823093407437,5447908,4391.10361328125,4340.7140830948965,4338.9919274593885,23.119019693971353,1.7221556355079883,36.09150642858383,0
2024-09-23,4191.298828125,4231.459004478235,4176.0791650499295,4222.22911114853,1702319,4379.61767578125,4317.727120791836,4328.051697879064,22.72071348385238,-10.324577087228135,26.80828972542144,1
2024-09-24,4194.0478515625,4213.39174349326,4163.314144118252,4174.753342987435,3012026,4368.52939453125,4298.699540910399,4318.1254870408,25.044995154367996,-19.425946130400916,17.56144255425697,1
2024-09-25,4197.43603515625,4212.017551040905,4163.314530454997,4175.441261828772,2713073,4357.173583984375,4283.120540025146,4309.185527641945,25.863815378962045,-26.064987616799044,8.836156520045769,1
2024-09-26,4214.865234375,4238.725549338179,4182.953033998253,4182.953033998253,3964251,4346.406909179687,4272.619723771277,4302.198839251801,30.22765502750657,-29.579115480523797,1.153102119931856,1
2024-09-27,4230.77197265625,4298.818403851764,4222.2780351461415,4256.596112539378,3012477,4334.376000976563,4266.181608215119,4296.907960244723,33.40411295208432,-30.72635202960373,-5.222788709975262,0
2024-09-30,4191.298828125,4221.001718965056,4183.001465184691,4209.365945175714,2503416,4321.976904296875,4254.661180508947,4289.085061569188,20.54164550067017,-34.423881060241,-11.06300718002841,1
2024-10-01,4210.34814453125,4218.056263856357,4166.211406289576,4178.583136778167,1823365,4310.957373046875,4247.843790358532,4283.252697344155,25.89713218206586,-35.40890698562362,-15.932187141147452,0
2024-10-03,4156.1953125,4201.608822204832,4133.85677529384,4185.505533031941,3350119,4298.8552734375,4233.744024534142,4273.841039207551,15.581663543318442,-40.09701467340892,-20.76515264759975,1
2024-10-04,4175.3427734375,4220.26532782277,4147.652613708516,4148.5856235577485,2965463,4287.87255859375,4224.759216673121,4266.544871372733,18.45764678579718,-41.78565469961177,-24.969253058002153,1
2024-10-07,4195.57080078125,4219.529403464621,4152.906451090779,4196.601618570953,1472619,4278.843896484375,4220.268691151295,4261.287532810401,22.6695823152496,-41.01884165910633,-28.17917077822299,0
2024-10-08,4176.32470703125,4202.001656010186,4127.916550358536,4195.324834210528,1541867,4269.2064208984375,4213.508078209749,4254.993990160094,22.06743447844711,-41.485911950344416,-30.840519012647277,0
2024-10-09,4176.03076171875,4217.320047940068,4169.893800065752,4182.953062683279,1082504,4256.691967773438,4207.742337211134,4249.144862127402,34.074030013086116,-41.402524916267794,-32.952920193371384,0
2024-10-10,4150.9423828125,4216.19074786921,4122.663456603558,4176.324950925273,2378875,4244.322314453125,4199.003882688267,4241.870604400372,37.18082571308298,-42.86672171210466,-34.93568049711804,0
2024-10-11,4074.156982421875,4165.229488527156,4038.0716498141214,4068.068925004607,5759183,4226.230554199219,4179.796667262669,4229.447373142706,29.7525284715055,-49.650705880037094,-37.87868557370185,0
2024-10-14,4061.833251953125,4090.0632711112576,4047.644886515852,4065.122758771127,2137590,4207.28203125,4161.64844952274,4217.031512313848,30.098230765362302,-55.38306279110839,-41.37956101718316,0
2024-10-15,4042.34228515625,4094.531383895366,4020.936757446088,4056.33455592392,2759474,4187.818041992187,4143.293655004818,4204.091569561433,27.821045282636348,-60.79791455661507,-45.26323172506954,0
2024-10-16,4020.8876953125,4040.5751141050914,3993.639588528437,4011.1177013655647,2359151,4167.654443359375,4124.4619688983075,4190.52091220966,25.48415224369188,-66.05894331135278,-49.42237404232619,1
2024-10-17,4034.68359375,4055.254878567037,4018.9238301370233,4038.414674215347,2522659,4156.011401367187,4110.649911183184,4178.977407138575,24.72458224997328,-68.32749595539099,-53.20339842493915,1
2024-10-18,4058.356201171875,4081.0938417563607,4015.981878743336,4025.824971583393,2361000,4148.006774902344,4102.604725027598,4170.042502992893,26.32967616386675,-67.43777796529503,-56.05027433301033,0
2024-10-21,4015.834228515625,4074.991311135829,4006.138686185549,4067.756541954516,1595450,4138.428393554687,4089.25541787191,4158.6196678464285,26.11109375301227,-69.36424997451832,-58.71306946131193,0
2024-10-22,3952.493896484375,4025.628123729215,3943.487562735876,4002.201514906106,1928049,4126.488146972656,4068.215183812289,4143.351092189981,18.672201139364176,-75.13590837769152,-61.99763724458785,1
2024-10-23,4002.447509765625,4049.0051452980897,3932.463025582815,3936.8433940172417,1966476,4116.908129882812,4058.0970801128024,4132.9137897881765,31.127968800289125,-74.81670967537411,-64.5614517307451,0
2024-10-24,3984.38525390625,4014.9973672208257,3941.174174638928,3941.174174638928,2676744,4106.255590820312,4046.756799157948,4121.911676019145,26.49798801946116,-75.1548768611965,-66.68013675683538,1
