Price,Close,High,Low,Open,Volume,SMA_20,EMA_12,EMA_26,RSI,MACD,MACD_Signal
2024-05-17,3756.031982421875,3840.1828319751426,3752.0153689961217,3839.203193497598,2765804,3779.3751831054688,3796.37241994799,3804.6308255149083,53.280369924796176,-8.258405566918555,-11.214449084844905
2024-05-21,3742.4150390625,3766.465212644621,3732.471803718336,3752.6034232070624,1908117,3780.4336181640624,3788.0712844271457,3800.022248740656,48.09717260210406,-11.950964313510212,-11.361752130577965
2024-05-22,3753.974853515625,3763.0365099339497,3739.8191245663174,3756.913769110757,1311168,3780.2027099609377,3782.825679671527,3796.611330575839,53.586125241346885,-13.785650904312206,-11.846531885324815
2024-05-23,3814.17333984375,3825.488211966575,3747.6069538740417,3762.742320348681,2095742,3782.490576171875,3787.6483966210994,3797.9122201512396,55.16487328940025,-10.263823530140144,-11.529990214287881
2024-05-24,3771.118408203125,3804.720056608894,3766.0243358337225,3799.2830150964464,1309452,3784.748327636719,3785.1053214798726,3795.927493340268,52.88712442755787,-10.822171860395429,-11.388426543509391
2024-05-27,3768.718505859375,3828.770396397948,3763.134613996444,3776.5065844447445,1841538,3785.8576049804688,3782.584272922873,3793.912012786128,45.5302908447512,-11.32773986325492,-11.376289207458496
2024-05-28,3761.713623046875,3791.2008363305977,3752.0152979705917,3779.445174822596,1801993,3788.1168212890625,3779.373403711181,3791.526946879517,38.03159410244863,-12.153543168336,-11.531739999633997
2024-05-29,3726.201904296875,3770.5305466531386,3722.6263194210433,3770.5305466531386,1568095,3786.224951171875,3771.193173032057,3786.6880548363583,35.40020874242252,-15.494881804301258,-12.32436836056745
2024-05-30,3660.027587890625,3717.140322546408,3639.7979088533293,3700.094707884028,2919230,3783.4339111328127,3754.090775317991,3777.305798025563,32.099621166143876,-23.21502270757219,-14.502499229968398
2024-05-31,3596.203857421875,3673.4484478197846,3579.354123272811,3663.8479428095284,10956800,3775.3776733398436,3729.80048025705,3763.8908394623268,32.139130323542744,-34.090359205276854,-18.420071225030092
2024-06-03,3627.45458984375,3675.162937939019,3620.743970313197,3656.794715687024,2156773,3769.851696777344,3714.0549586550037,3753.784450601692,29.339697904857772,-39.729491946688086,-22.68195536936169
2024-06-04,3639.357177734375,3668.7463339475735,3518.3718179900425,3624.662599627776,3395997,3761.1448364257812,3702.5629923595225,3745.3083563152236,33.864229419571245,-42.74536395570112,-26.694637086629577
2024-06-05,3670.16650390625,3706.756096486479,3624.662344736642,3640.336560281449,2799670,3751.1628540039064,3697.5789172128652,3739.742293173818,39.416620239053664,-42.163375960952635,-29.788384861494194
2024-06-06,3752.4072265625,3761.713792341841,3665.317459305752,3704.013180177749,4328036,3745.3901611328124,3706.0140417281937,3740.680436387794,43.41824184510939,-34.66639465960043,-30.76398682111544
2024-06-07,3814.663330078125,3835.2847685577945,3759.1669041268424,3759.1669041268424,4552445,3743.5447998046875,3722.7293168589526,3746.160650735226,55.61813681683986,-23.431333876273584,-29.29745623214707
2024-06-10,3780.130859375,3826.369746628105,3763.6728854931707,3815.691783133879,1734661,3743.196887207031,3731.560323399883,3748.6769624863205,53.47470512555218,-17.116639086437317,-26.86129280300512
2024-06-11,3773.66552734375,3800.9483158199455,3762.7914444244025,3766.7099983889166,1419898,3739.904638671875,3738.038047083555,3750.5279672905745,51.83126388155376,-12.489920207019622,-23.987018283808023
2024-06-12,3753.6318359375,3814.2225740099775,3749.5174019913065,3795.5113826278625,2177001,3737.8767944335937,3740.437091522623,3750.757883486643,43.91494298679131,-10.320791964019918,-21.253773019850403
2024-06-13,3799.18505859375,3810.7938708088977,3773.5676067752893,3778.2699195397627,1932323,3739.1380859375,3749.475240302797,3754.345081642725,52.80689666285938,-4.869841339927916,-17.976986683865906
2024-06-14,3754.02392578125,3809.8142929599544,3750.0563418489855,3809.8142929599544,1860730,3735.7632568359377,3750.175038068713,3754.3212923196525,48.646209751680296,-4.146254250939364,-15.210840197280598
2024-06-18,3737.4189453125,3763.7711253531625,3717.7771455099964,3748.1459390773957,1774045,3734.8326049804687,3748.212562260065,3753.069266615419,47.8006703788131,-4.856704355353941,-13.140013028895268
2024-06-19,3724.291748046875,3755.7872702574973,3715.7199109177072,3749.713320041751,1509050,3733.9264404296873,3744.5324369964974,3750.9375985733045,49.81977466304497,-6.4051615768071315,-11.793042738477642
2024-06-20,3710.135986328125,3732.3737329069522,3703.082636815265,3718.7078233814937,2846526,3731.7344970703125,3739.2406753552095,3747.9152569255134,55.24237464419774,-8.674581570303872,-11.169350504842887
2024-06-21,3733.1572265625,3798.8420325256525,3720.715866070661,3749.0763513887523,4642195,3727.68369140625,3738.304760156331,3746.822069491216,65.66561719282782,-8.517309334884885,-10.638942270851288
2024-06-24,3739.084228515625,3778.465647895979,3714.103447073741,3731.1980908539826,1702154,3726.081982421875,3738.4246783654535,3746.248896085617,63.55416954458274,-7.824217720163688,-10.075997360713767
2024-06-25,3760.293212890625,3769.305838922121,3715.670633038322,3739.280015679649,1338808,3725.6607177734377,3741.7890682924026,3747.2892158489512,64.35963529980624,-5.500147556548654,-9.160827399880747
2024-06-26,3777.339111328125,3788.212954904168,3762.7913842995013,3766.220118963664,1639845,3726.4419921875,3747.2583056825138,3749.515134032594,63.15538056830366,-2.2568283500800135,-7.7800275899206
2024-06-27,3854.044677734375,3861.734935564597,3740.357822070456,3752.9950629497644,4526556,3732.834130859375,3763.6869783058773,3757.2580631956885,62.647811020636574,6.428915110188882,-4.938239049898704
2024-06-28,3824.655517578125,3879.368422948388,3818.4839864227138,3838.027726477141,2731571,3741.06552734375,3773.0667535785306,3762.250467224017,51.35420582022626,10.816286354513522,-1.787333969016259
2024-07-01,3897.19775390625,3920.219258189819,3804.915856909854,3804.915856909854,2658723,3756.1152221679686,3792.163830552026,3772.246562533812,64.38375313168933,19.917268018214145,2.5535864284298215
2024-07-02,3935.599853515625,3941.4776848729957,3901.4595932166394,3912.284647133711,2307449,3771.5224853515624,3814.230911007964,3784.3468063102423,68.44866478086608,29.884104697721796,8.019690082288218
2024-07-03,3884.511474609375,3944.122571659196,3874.470180210599,3938.1466812760073,1821198,3783.7802001953123,3825.043305408181,3791.7664113694373,63.925355028586715,33.27689403874365,13.071130873579303
2024-07-04,3939.077392578125,3964.9399925707075,3901.0185802211668,3918.407163657249,2518001,3797.2257446289063,3842.587011126634,3802.6783359034143,64.60420000193704,39.90867522321969,18.43863974350738
2024-07-05,3930.11376953125,3944.759317225375,3906.798325472104,3928.3503724029933,1668616,3806.1110717773436,3856.052666265806,3812.117997653624,69.88601022555329,43.93466861218167,23.53784551724224
2024-07-08,3911.892578125,3949.167872482437,3897.051149881357,3940.106215968834,1758882,3810.9725341796875,3864.643421936451,3819.5087073181703,69.63182566385879,45.13471461828067,27.857219337449926
2024-07-09,3904.34912109375,3925.3623184354674,3894.160976676417,3903.8593018588867,1305801,3817.183447265625,3870.751991037574,3825.7931824126576,70.51793161199502,44.9588086249164,31.277537194943225
2024-07-10,3829.553955078125,3921.787068375789,3822.5496350896506,3902.5860570627137,2669716,3819.9778686523437,3864.413831659197,3826.0717581656554,61.95566731716093,38.34207349354165,32.69044445466291
2024-07-11,3843.8076171875,3898.9613137562046,3816.2799182478925,3850.9590262250354,4872189,3824.4866577148437,3861.2436448173976,3827.385525500607,61.27584449911231,33.858119316790635,32.923979427088454
2024-07-12,4098.7587890625,4114.4330054282855,3890.4385136742408,3898.9613209892245,13509164,3839.4653442382814,3897.7844362397213,3847.4872487274138,74.3129634305537,50.29718751230757,36.39862104413228
2024-07-15,4084.30908203125,4153.667297454993,4072.4060914203146,4149.455043182372,4848030,3855.979602050781,3926.4805355922645,3865.0296067499203,72.10453330064433,61.45092884234418,41.409082603774664
2024-07-16,4093.37060546875,4109.142402353893,4060.5034474020554,4087.051745925721,2029521,3873.7771850585937,3952.155930957878,3881.943754803167,71.79729399779411,70.21217615471096,47.16970131396192
2024-07-18,4227.6787109375,4236.93648604033,4075.296134549774,4075.296134549774,5613364,3898.946533203125,3994.544050954743,3907.5537515538585,73.87329908759494,86.9902994008844,55.13382093134642
2024-07-19,4224.58544921875,4279.916382656846,4207.745724985431,4239.314154865978,3903354,3924.6690063476562,4029.935035303052,3931.0375810105174,76.44201543345288,98.89745429253435,63.886547603584006
2024-07-22,4209.80810546875,4241.818590319842,4187.862236778732,4222.1803148836,1896386,3948.5015502929687,4057.607815328544,3951.687249488905,72.37807554967716,105.92056583963904,72.29335125079501
2024-07-23,4224.537109375,4282.8137917236645,4189.13882773974,4205.536980663162,2365208,3972.7741943359374,4083.2892451818448,3971.8983502212086,71.40905510771216,111.39089496063616,80.11285999276325
2024-07-24,4228.3662109375,4260.622174468574,4190.9062961576155,4209.955327580733,1809793,3996.177844238281,4105.608778375023,3990.895969533526,77.3969397135791,114.71280884149655,87.03284976250991
2024-07-25,4244.322265625,4264.4514978853385,4196.896022372138,4217.319636983082,2810342,4019.527001953125,4126.949314875019,4009.6682877625244,75.91510392506302,117.28102711249448,93.08248523250683
2024-07-26,4308.490234375,4342.464545151934,4258.608729472141,4271.324703991635,3552210,4042.2492797851564,4154.8786871057855,4031.8032467708563,79.37081941066955,123.07544033492923,99.08107625299131
2024-07-29,4301.86279296875,4350.860197383269,4291.945367357768,4335.149576043135,1746803,4066.1096435546874,4177.491626469318,4051.80765760033,80.825590838073,125.68396886898836,104.40165477619072
2024-07-30,4286.3974609375,4318.456850304975,4249.035353541636,4311.681741041037,1797906,4085.56962890625,4194.2463702336545,4069.18468006975,79.82586347806463,125.06169016390459,108.5336618537335
2024-07-31,4306.03564453125,4334.167378134563,4266.415328045917,4271.32489689292,2330091,4104.091418457031,4211.4447201255925,4086.729195955787,90.7035101469454,124.71552416980558,111.77003431694793
2024-08-01,4317.5732421875,4339.3714407578755,4286.102617400063,4319.831452135074,2202244,4125.7445068359375,4227.772185058194,4103.828754935914,90.66016956823462,123.94343012228,114.20471347801434
2024-08-02,4205.5859375,4318.457126714295,4192.772153494779,4286.053969556137,2811282,4139.069934082031,4224.358916203088,4111.366324014735,62.14972266587291,112.99259218835232,113.96228922008194
2024-08-05,4079.90087890625,4162.332736944009,4036.156809438158,4162.332736944009,2787771,4146.559289550782,4202.134602772805,4109.035550302996,49.59988228703527,93.09905246980907,109.78964187002737
2024-08-06,4095.7587890625,4181.234188453704,4085.546502593992,4095.5133106272006,2203067,4155.752600097656,4185.76909297122,4108.052086507403,50.21412554385086,77.71700646381669,103.37511478878524
2024-08-07,4124.47998046875,4168.175144224216,4104.694033994683,4151.531513665411,1237666,4166.759143066406,4176.339998740071,4109.268967541577,38.58604842063197,67.07103119849398,96.114298070727
2024-08-08,4097.083984375,4155.458948002559,4084.7611587170704,4105.381347258672,2441283,4180.13564453125,4164.146765760829,4108.366376195904,36.61754561472381,55.78038956492492,88.0475163695666
2024-08-09,4152.267578125,4176.717133478339,4129.486988399369,4140.730092096512,1302536,4195.558642578125,4162.31919843224,4111.618317079541,44.43280179219157,50.70088135269907,80.57818936619309
2024-08-12,4119.76611328125,4162.332168001852,4110.634507665087,4153.494944715224,936912,4196.6090087890625,4155.772569947472,4112.221857538927,40.200152178500076,43.55071240854522,73.17269397466352
2024-08-13,4121.04345703125,4157.423172797769,4107.345567268085,4136.802982285547,1495593,4198.445727539062,4150.429629498823,4112.875309353173,39.913321297684064,37.5543201456494,66.0490192088607
2024-08-14,4217.5654296875,4228.317578037032,4112.40236132334,4132.875360818273,3226545,4204.65546875,4160.758214143235,4120.630133081641,47.816012243531496,40.12808106159355,60.86483157940727
2024-08-16,4336.18017578125,4346.932323500371,4246.875404760914,4271.32496210224,3457058,4210.080541992187,4187.746208241391,4136.596802911242,52.07566064710804,51.14940533014942,58.9217463295557
2024-08-19,4408.79296875,4412.966102406389,4310.945354320212,4341.040916446269,2055210,4219.29091796875,4221.753402165793,4156.759481862261,57.29400440318815,64.99392030353192,60.13618112435095
2024-08-20,4441.490234375,4482.436229168461,4418.611835982054,4423.5214046887,2212298,4230.875024414063,4255.559068659517,4177.850648715056,60.336315048201214,77.70841994446073,63.65062888837291
2024-08-21,4469.1806640625,4477.5269313687795,4411.29665372891,4436.286551737751,1896990,4243.107202148438,4288.423929490745,4199.430649851904,60.75750482785532,88.99327963884116,68.71915903846656
2024-08-22,4420.57568359375,4478.459690688716,4415.862689393936,4477.526680850177,1829872,4252.71767578125,4308.754968583515,4215.81176346241,56.47527351599043,92.94320512110426,73.5639682549941
2024-08-23,4383.16455078125,4424.503214207465,4374.425614579285,4418.611731898268,1809253,4259.6597900390625,4320.202596613935,4228.2082662267685,62.318573531533744,91.99433038716688,77.25004068142866
2024-08-26,4421.017578125,4469.818401872383,4403.882992094799,4407.810646937247,1844164,4265.286157226563,4335.712593769484,4242.490437478489,76.94683742340519,93.22215629099446,80.44446380334182
2024-08-27,4415.8134765625,4428.431164573309,4405.650573010988,4423.521595654713,930697,4270.98369140625,4348.035806506871,4255.329181114342,75.7158774373259,92.70662539252953,82.89689612117937
2024-08-28,4424.55224609375,4479.981468869434,4376.6839509469255,4417.384467523588,1848058,4277.891430664063,4359.807566443314,4267.864222964668,74.91021672830568,91.94334347864515,84.70618559267254
2024-08-29,4430.19873046875,4473.599514554176,4379.335784660146,4379.335784660146,2133641,4284.099584960937,4370.636976293381,4279.889001298304,78.68918226753452,90.74797499507713,85.91454347315346
2024-08-30,4471.39013671875,4509.193819455762,4406.6327273671195,4418.6122679625305,3637222,4291.7904296875,4386.137462512668,4294.074270588707,78.16287994677363,92.06319192396131,87.14427316331503
2024-09-02,4439.28076171875,4505.020076011625,4430.394634473508,4493.237111558238,1216500,4303.475170898438,4394.313354698219,4304.83030696871,78.2170097384789,89.48304772950905,87.61202807655384
2024-09-03,4430.73876953125,4473.500923144872,4414.586095966468,4439.281131802064,1717263,4321.017065429687,4399.917264672531,4314.1568597511205,77.00336000790189,85.76040492141055,87.24170344552519
2024-09-04,4398.2373046875,4405.847136492228,4356.457065075125,4395.979094770648,1265505,4336.1409912109375,4399.658809290218,4320.385040857519,67.73316668072479,79.2737684326994,85.64811644296003
2024-09-05,4394.9970703125,4417.629990620445,4373.591062750139,4399.955543002937,1688793,4349.666845703125,4398.941618678262,4325.911857854185,57.46324973575002,73.02976082407713,83.12444531918345
2024-09-06,4376.14404296875,4437.219269128685,4359.696987890559,4393.033151008172,1649179,4363.619848632812,4395.434299338337,4329.632760455263,45.2026901955945,65.80153888307359,79.65986403196148
2024-09-09,4369.07421875,4409.03830092537,4350.3689532319695,4374.425840570686,1184938,4374.460180664062,4391.378902324746,4332.554349958577,38.49283692521602,58.82455236616897,75.49280169880298
2024-09-10,4426.31982421875,4457.839350275992,4360.1389358947,4362.102763319449,1385591,4389.787866210938,4396.7544287699775,4339.499940644517,43.77405329493791,57.25448812546074,71.84513898413454
2024-09-11,4398.33544921875,4467.069411676029,4390.381851958678,4439.674113958071,1325919,4403.6524658203125,4396.997662685173,4343.85812646483,46.563525140558376,53.13953622034296,68.10401843137622
2024-09-12,4435.9921875,4450.622607300757,4351.154451209502,4428.676737874571,2742216,4414.573803710938,4402.9968203489925,4350.682871726694,58.15653096950168,52.313948622298085,64.94600446956059
2024-09-13,4440.8037109375,4464.762313187297,4423.521931143341,4448.069777598077,1458786,4419.80498046875,4408.813265054917,4357.358489446013,53.40207674276465,51.45477560890413,62.247758697429305
2024-09-16,4431.6220703125,4463.828648356052,4413.162284266815,4445.123383881834,1155120,4420.946435546875,4412.322312017622,4362.859495436123,52.68149095402638,49.46281658149837,59.69077027424312
2024-09-17,4424.15966796875,4453.764272150941,4385.226883000954,4431.62230848725,1699364,4420.079907226563,4414.143443702411,4367.4002489570585,49.93312038331004,46.74319474535241,57.10125516846498
2024-09-18,4267.54443359375,4415.715125527233,4242.84939817985,4415.715125527233,2961779,4409.998095703125,4391.58974983954,4360.00352189311,31.702231440549113,31.586227946429972,51.998249724057985
2024-09-19,4218.44873046875,4342.219248359466,4204.35817203477,4310.650337218327,2927551,4399.891748046875,4364.952669936341,4349.5179817876015,22.042588283041113,15.434688148739951,44.685537408994385
2024-09-20,4207.40185546875,4252.3737899385205,4151.040105806238,4238.823093407437,5447908,4391.10361328125,4340.714083095173,4338.990861319538,23.119019693971353,1.7232217756345563,36.09307428232242
2024-09-23,4191.298828125,4231.459004478235,4176.0791650499295,4222.22911114853,1702319,4379.61767578125,4317.727120792069,4328.050710712536,22.72071348385238,-10.323589920466475,26.80974144176464
2024-09-24,4194.0478515625,4213.39174349326,4163.314144118252,4174.753342987435,3012026,4368.52939453125,4298.6995409105975,4318.124572997718,25.044995154367996,-19.4250320871206,17.562786735987594
2024-09-25,4197.43603515625,4212.017551040905,4163.314530454997,4175.4412618287715,2713073,4357.173583984375,4283.120540025313,4309.184681305757,25.863815378962045,-26.064141280444346,8.837401132701206
2024-09-26,4214.865234375,4238.725549338179,4182.953033998253,4182.953033998253,3964251,4346.406909179687,4272.619723771419,4302.198055607183,30.22765502750657,-29.578331835764402,1.1542545390080852
2024-09-27,4230.77197265625,4298.818403851764,4222.2780351461415,4256.596112539378,3012477,4334.376000976563,4266.181608215239,4296.907234647854,33.40411295208432,-30.725626432615172,-5.221721655316567
2024-09-30,4191.298828125,4221.001718965056,4183.001465184691,4209.365945175714,2503416,4321.976904296875,4254.661180509049,4289.084389720236,20.54164550067017,-34.423209211186986,-11.06201916649065
